question_id,model,labels,correct,domain,n_steps
315,gemini,"['Setup' 'Computation' 'Exploration' 'Conclusion' 'Verification'
 'Computation' 'Computation' 'Exploration' 'Exploration' 'Setup'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Conclusion' 'Computation'
 'Verification' 'Verification' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Conclusion' 'Computation' 'Computation'
 'Exploration' 'Verification' 'Computation' 'Verification']",1,daman1209arora/jeebench/math,34
315,deepseek,"['Computation' 'Computation' 'Exploration' 'Setup' 'Computation'
 'Backtrack' 'Setup' 'Exploration' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Conclusion'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Conclusion' 'Computation' 'Setup'
 'Exploration' 'Backtrack' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Verification' 'Computation' 'Verification'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Conclusion' 'Conclusion']",1,daman1209arora/jeebench/math,73
316,gemini,"['Setup' 'Backtrack' 'Computation' 'Setup' 'Computation' 'Computation'
 'Setup' 'Conclusion' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Verification' 'Setup' 'Computation' 'Setup'
 'Backtrack' 'Computation' 'Exploration' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Backtrack' 'Exploration'
 'Computation' 'Exploration' 'Computation' 'Conclusion' 'Computation'
 'Verification' 'Computation' 'Conclusion']",0,Hothan/OlympiadBench/Open-ended/Physics,40
316,deepseek,"['Computation' 'Setup' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Exploration' 'Computation' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Conclusion'
 'Setup' 'Conclusion' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Conclusion' 'Exploration' 'Conclusion' 'Backtrack' 'Backtrack'
 'Backtrack' 'Conclusion' 'Backtrack' 'Setup' 'Backtrack' 'Exploration'
 'Backtrack' 'Backtrack' 'Backtrack' 'Computation' 'Backtrack' 'Backtrack'
 'Conclusion' 'Backtrack' 'Exploration' 'Computation' 'Computation'
 'Backtrack' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack'
 'Computation' 'Exploration' 'Exploration' 'Backtrack' 'Setup'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Backtrack' 'Exploration' 'Backtrack' 'Exploration' 'Backtrack'
 'Backtrack' 'Computation' 'Backtrack' 'Exploration' 'Computation'
 'Backtrack' 'Computation' 'Backtrack' 'Setup' 'Conclusion' 'Verification'
 'Backtrack' 'Computation' 'Backtrack' 'Conclusion' 'Computation'
 'Backtrack' 'Exploration' 'Backtrack' 'Exploration' 'Exploration'
 'Exploration' 'Computation' 'Exploration' 'Computation' 'Backtrack'
 'Backtrack' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Backtrack' 'Conclusion' 'Backtrack' 'Computation' 'Exploration'
 'Backtrack' 'Conclusion' 'Exploration' 'Conclusion' 'Conclusion'
 'Conclusion' 'Backtrack' 'Computation' 'Conclusion' 'Verification'
 'Exploration' 'Conclusion' 'Conclusion' 'Conclusion' 'Exploration'
 'Verification' 'Backtrack' 'Computation' 'Conclusion' 'Conclusion'
 'Conclusion' 'Exploration' 'Computation' 'Verification' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Conclusion']",1,Hothan/OlympiadBench/Open-ended/Physics,180
317,gemini,"['Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Exploration' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Exploration' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Verification' 'Backtrack' 'Computation' 'Computation'
 'Verification' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Exploration' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Setup' 'Backtrack' 'Computation' 'Computation' 'Setup'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Exploration' 'Conclusion' 'Setup' 'Exploration'
 'Computation']",0,Idavidrein/gpqa,87
317,deepseek,"['Computation' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Backtrack'
 'Computation' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Exploration' 'Backtrack' 'Conclusion' 'Backtrack' 'Computation'
 'Backtrack' 'Computation' 'Backtrack' 'Computation' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Computation' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Computation' 'Backtrack' 'Setup'
 'Backtrack' 'Exploration' 'Computation' 'Exploration' 'Exploration'
 'Backtrack' 'Setup' 'Backtrack' 'Backtrack' 'Computation' 'Backtrack'
 'Setup' 'Backtrack' 'Setup' 'Exploration' 'Setup' 'Computation'
 'Computation' 'Exploration' 'Setup' 'Computation' 'Backtrack'
 'Exploration' 'Computation' 'Exploration' 'Backtrack' 'Computation'
 'Computation' 'Exploration' 'Backtrack' 'Backtrack' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Exploration' 'Backtrack'
 'Exploration' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Backtrack' 'Exploration' 'Computation' 'Computation'
 'Backtrack' 'Backtrack' 'Exploration' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Backtrack' 'Computation' 'Backtrack' 'Backtrack' 'Conclusion'
 'Backtrack' 'Computation' 'Backtrack' 'Computation' 'Exploration'
 'Backtrack' 'Computation' 'Conclusion' 'Backtrack' 'Exploration'
 'Computation' 'Backtrack' 'Computation' 'Exploration' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Setup' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Backtrack' 'Exploration'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Backtrack' 'Computation' 'Computation' 'Backtrack' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Exploration' 'Exploration'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Exploration' 'Exploration' 'Backtrack' 'Computation' 'Exploration'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Exploration' 'Exploration' 'Exploration'
 'Computation' 'Exploration' 'Exploration' 'Exploration' 'Conclusion']",0,Idavidrein/gpqa,206
318,gemini,"['Setup' 'Verification' 'Computation' 'Computation' 'Setup' 'Setup'
 'Setup' 'Computation' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Verification'
 'Computation' 'Verification' 'Computation' 'Computation' 'Computation'
 'Computation' 'Setup' 'Setup' 'Setup' 'Setup' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Verification' 'Conclusion' 'Verification'
 'Setup' 'Exploration' 'Computation' 'Conclusion']",1,qq8933/AIME_1983_2024,38
318,deepseek,"['Computation' 'Computation' 'Computation' 'Verification' 'Conclusion'
 'Setup' 'Conclusion' 'Computation' 'Backtrack' 'Conclusion' 'Conclusion'
 'Backtrack' 'Backtrack' 'Conclusion' 'Computation' 'Computation'
 'Backtrack' 'Computation' 'Conclusion' 'Conclusion' 'Exploration'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Conclusion' 'Backtrack' 'Backtrack'
 'Backtrack' 'Conclusion' 'Setup' 'Computation' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Conclusion' 'Backtrack'
 'Backtrack' 'Backtrack' 'Setup' 'Conclusion' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Setup'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Setup' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Conclusion'
 'Conclusion' 'Backtrack' 'Backtrack' 'Setup' 'Backtrack' 'Computation'
 'Conclusion' 'Conclusion' 'Conclusion' 'Backtrack' 'Setup' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Conclusion'
 'Computation' 'Backtrack' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Computation' 'Exploration' 'Computation' 'Backtrack' 'Conclusion'
 'Conclusion' 'Conclusion' 'Conclusion']",1,qq8933/AIME_1983_2024,145
319,gemini,"['Setup' 'Computation' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Exploration'
 'Conclusion' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Exploration' 'Exploration' 'Exploration' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Exploration' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Exploration' 'Exploration' 'Backtrack' 'Computation' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Computation' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation']",0,qfq/openaimath/Intermediate Algebra,53
319,deepseek,"['Computation' 'Computation' 'Backtrack' 'Exploration' 'Exploration'
 'Backtrack' 'Setup' 'Backtrack' 'Exploration' 'Conclusion' 'Exploration'
 'Conclusion' 'Conclusion' 'Backtrack' 'Backtrack' 'Conclusion'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Conclusion' 'Backtrack' 'Computation' 'Exploration' 'Backtrack'
 'Backtrack' 'Computation' 'Verification' 'Conclusion' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Conclusion'
 'Computation' 'Conclusion' 'Conclusion' 'Conclusion' 'Computation'
 'Conclusion' 'Backtrack' 'Conclusion' 'Backtrack' 'Computation'
 'Computation' 'Conclusion' 'Backtrack' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Backtrack' 'Backtrack' 'Computation' 'Computation' 'Conclusion'
 'Conclusion' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Backtrack' 'Backtrack'
 'Exploration' 'Exploration' 'Backtrack' 'Backtrack' 'Exploration'
 'Conclusion' 'Conclusion' 'Conclusion' 'Computation' 'Computation'
 'Exploration' 'Exploration' 'Backtrack' 'Exploration' 'Verification'
 'Exploration' 'Conclusion' 'Computation' 'Computation' 'Exploration'
 'Exploration' 'Exploration' 'Conclusion' 'Conclusion' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Backtrack' 'Conclusion'
 'Conclusion' 'Conclusion' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Conclusion' 'Conclusion' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Backtrack' 'Conclusion' 'Computation' 'Conclusion' 'Conclusion'
 'Conclusion' 'Backtrack' 'Backtrack' 'Computation' 'Verification'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Conclusion' 'Verification' 'Computation' 'Backtrack'
 'Backtrack' 'Backtrack' 'Computation' 'Backtrack' 'Computation'
 'Conclusion' 'Backtrack' 'Computation' 'Conclusion' 'Conclusion'
 'Conclusion' 'Conclusion']",1,qfq/openaimath/Intermediate Algebra,153
320,gemini,"['Setup' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Exploration'
 'Exploration' 'Exploration' 'Backtrack' 'Backtrack' 'Exploration'
 'Exploration' 'Backtrack' 'Computation' 'Backtrack' 'Computation'
 'Exploration' 'Exploration' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Setup' 'Backtrack' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Computation' 'Computation'
 'Verification' 'Computation' 'Backtrack' 'Verification']",0,AI-MO/NuminaMath-CoT/aops_forum,59
320,deepseek,"['Computation' 'Setup' 'Computation' 'Exploration' 'Conclusion'
 'Backtrack' 'Exploration' 'Computation' 'Computation' 'Backtrack'
 'Conclusion' 'Conclusion' 'Computation' 'Exploration' 'Backtrack'
 'Backtrack' 'Backtrack' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Exploration' 'Backtrack' 'Exploration' 'Exploration'
 'Exploration' 'Setup' 'Setup' 'Verification' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Backtrack' 'Exploration' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Verification' 'Verification' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Backtrack'
 'Conclusion' 'Backtrack' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Exploration' 'Backtrack' 'Backtrack'
 'Exploration' 'Verification' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Conclusion' 'Conclusion' 'Computation' 'Setup' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Computation' 'Backtrack' 'Backtrack'
 'Computation' 'Backtrack' 'Conclusion' 'Computation' 'Backtrack'
 'Backtrack' 'Computation' 'Computation' 'Verification' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Setup' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Exploration'
 'Computation' 'Backtrack' 'Computation' 'Exploration' 'Setup' 'Setup'
 'Backtrack' 'Setup' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Conclusion' 'Exploration' 'Backtrack' 'Backtrack' 'Exploration'
 'Verification' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Setup' 'Conclusion' 'Conclusion' 'Conclusion' 'Conclusion'
 'Computation' 'Setup' 'Backtrack' 'Exploration' 'Backtrack' 'Setup'
 'Computation' 'Setup' 'Conclusion' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Conclusion' 'Setup' 'Setup' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Conclusion' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Verification' 'Computation' 'Backtrack' 'Conclusion' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Conclusion' 'Conclusion' 'Computation' 'Backtrack'
 'Verification' 'Computation' 'Computation' 'Conclusion' 'Conclusion'
 'Conclusion' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Verification' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Conclusion' 'Computation' 'Computation' 'Conclusion' 'Backtrack'
 'Backtrack' 'Backtrack' 'Computation' 'Backtrack' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Backtrack' 'Computation' 'Backtrack' 'Computation' 'Setup' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Setup' 'Computation'
 'Computation' 'Computation' 'Verification' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Verification' 'Backtrack' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Verification' 'Verification'
 'Computation' 'Computation' 'Conclusion' 'Verification' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Verification' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Conclusion' 'Verification'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Backtrack' 'Computation' 'Conclusion' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Setup' 'Backtrack' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Setup' 'Exploration' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Exploration' 'Setup' 'Exploration' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Conclusion' 'Computation' 'Conclusion' 'Conclusion' 'Conclusion'
 'Computation' 'Computation' 'Conclusion' 'Backtrack' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Conclusion' 'Computation' 'Computation' 'Conclusion' 'Backtrack'
 'Conclusion' 'Computation' 'Computation' 'Conclusion' 'Conclusion'
 'Verification' 'Computation' 'Computation' 'Backtrack' 'Setup'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Verification' 'Exploration' 'Computation' 'Setup' 'Conclusion'
 'Conclusion' 'Conclusion']",0,AI-MO/NuminaMath-CoT/aops_forum,474
321,gemini,"['Setup' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Verification' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Verification' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Verification' 'Computation' 'Exploration' 'Computation'
 'Exploration' 'Computation' 'Computation']",1,daman1209arora/jeebench/chem,63
321,deepseek,"['Setup' 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Exploration'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Conclusion'
 'Backtrack' 'Conclusion' 'Setup' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Exploration' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Backtrack' 'Backtrack' 'Conclusion'
 'Computation' 'Computation' 'Conclusion' 'Backtrack' 'Computation'
 'Backtrack' 'Backtrack' 'Conclusion' 'Backtrack' 'Exploration'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Verification' 'Backtrack' 'Backtrack' 'Exploration'
 'Exploration' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Conclusion' 'Conclusion' 'Exploration'
 'Setup' 'Conclusion' 'Conclusion' 'Computation' 'Computation'
 'Exploration' 'Exploration' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Exploration' 'Conclusion' 'Backtrack' 'Verification'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Backtrack' 'Exploration' 'Backtrack' 'Computation' 'Computation'
 'Exploration' 'Exploration' 'Computation' 'Computation' 'Exploration'
 'Conclusion' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Exploration' 'Exploration' 'Conclusion' 'Conclusion'
 'Verification' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Verification' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Conclusion']",1,daman1209arora/jeebench/chem,176
322,gemini,"['Backtrack' 'Exploration' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Setup' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Exploration' 'Backtrack'
 'Exploration' 'Exploration' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Exploration' 'Exploration'
 'Exploration' 'Exploration' 'Exploration' 'Exploration' 'Exploration']",0,AI-MO/NuminaMath-CoT/aops_forum,40
